UserAgent,Parent,Browser,Version,MajorVersion,MinorVersion,Platform,AuthenticodeUpdate,CSSVersion,Frames,IFrames,Tables,Cookies,BackgroundSounds,VBScript,JavaScript,JavaApplets,ActiveXControls,CDF,AOL,Beta,Win16,Crawler,Stripper,WAP,NetCLR
[Mozilla/3.x (I-Opener 1.1; Netpliance)],Netpliance,I-Opener,1.1,1,1,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[OffByOne],OffByOne,OffByOne,,,,,,0,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false
[Mozilla/4.7 (compatible; OffByOne; Windows 2000)*],OffByOne,,3.4,3,4,Win2000,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.7 (compatible; OffByOne; Windows 95)*],OffByOne,,3.4,3,4,Win95,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.7 (compatible; OffByOne; Windows 98)*],OffByOne,,3.4,3,4,Win98,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.7 (compatible; OffByOne; Windows ME)*],OffByOne,,3.4,3,4,WinME,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.7 (compatible; OffByOne; Windows NT 4.0)*],OffByOne,,3.4,3,4,WinNT,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.7 (compatible; OffByOne; Windows XP)*],OffByOne,,3.4,3,4,WinXP,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Oracle 1.5],Oracle 1.5,Power Browser,1.5,1,5,,,0,true,false,true,true,false,true,true,true,false,false,false,false,false,false,false,false,false
[Mozilla/2.01 (compatible) Oracle(tm) PowerBrowser(tm)/1.0a],Oracle 1.5,,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Pocket Internet Explorer],Pocket Internet Explorer,Pocket Internet Explorer,,,,,,0,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false
[Microsoft Pocket Internet Explorer/0.6],Pocket Internet Explorer,,1.0,1,0,WinCE,,default,default,default,true,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/1.1 (compatible; MSPIE 1.1; Windows CE)],Pocket Internet Explorer,,1.1,1,1,WinCE,,default,default,default,true,true,true,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/1.1 (compatible; MSPIE 2.0; Windows CE)],Pocket Internet Explorer,,2.0,2,0,WinCE,,default,default,default,true,true,true,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/2.0 (compatible; MSIE 3.02; Windows CE)],Pocket Internet Explorer,,3.02,3,02,WinCE,,default,default,default,true,true,true,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/2.0 (compatible; MSIE 3.02; Windows CE; 240x320)],Pocket Internet Explorer,,3.02,3,02,WinCE,,default,default,default,default,true,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/2.0 (compatible; MSIE 3.02; Windows CE; PPC; 240x320)],Pocket Internet Explorer,,3.02,3,02,WinCE,,default,default,default,default,true,default,default,default,default,default,default,default,default,default,default,default,default,default
[PowerTV],PowerTV,PowerTV,,,,PowerTV,,0,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false
[Mozilla/4.0 PowerTV/1.5 (Compatible; Spyglass DM 3.2.1, EXPLORER)],PowerTV,,1.5,1,5,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Prodigy Web Browser],Prodigy Web Browser,Prodigy Web Browser,,,,,,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
[PRODIGY-WB/3.2e],Prodigy Web Browser,,3,3,2e,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[PRODIGY-WB/WIN32/3.4g],Prodigy Web Browser,,3,3,4,Prodigy,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[QNX Voyager],QNX Voyager,QNX Voyager,,,,QNX RTOS,,default,true,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false
[Mozilla/3.04 (compatible;QNX Voyager 2.03B ;Photon)],QNX Voyager,,2.03,2,03,,,default,default,default,default,default,default,default,default,default,default,default,default,true,default,default,default,default,default
[Mozilla/5.0 (Photon; ?; QNX x86pc; *S; rv:1.*) Gecko/???????],QNX Voyager,,1.0,1,0,QNX RTOS,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Tango],Tango,Tango Browser,,,,,,0,true,false,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false
[Mozilla/2.0 (Sextant v3.0 c1.0 Win32 Alis)],Tango,,3,3,0,Win32,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[WebExplorer],WebExplorer,WebExplorer,,,,OS/2,,0,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false
[IBM-WebExplorer-DLL/v1.1h, IBM WebExplorer V 1.1h],WebExplorer,,1.1h,1,1h,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[WebTV],WebTV,WebTV/MSTV,,,,WebTV,,0,true,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false
[Mozilla/1.22 WebTV/1.0 (compatible; MSIE 2.0)],WebTV,,1,1,1,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/3.0 WebTV/1.1 (compatible; MSTV 1.0)],WebTV,,,,,WebTV,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/3.0 WebTV/1.2 (compatible; MSIE 2.0)],WebTV,,,,,WebTV,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/3.0 WebTV/2.2 (compatible; MSIE 2.0)],WebTV,,2.2,2,2,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/3.0 WebTV/2.5 (Compatible; MSIE 2.0)],WebTV,,,,,WebTV,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 MSTV/1.1 WebTV/2.5 (compatible; MSIE 4.0)],WebTV,,,,,WebTV,,1,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 WebTV/2.6 (compatible; MSIE 4.0)],WebTV,,2.6,2,6,,,1,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Mozilla/4.0 WebTV/2.7 (compatible; MSIE 4.0)],WebTV,,2.7,2,7,,,1,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Cyberdog],Cyberdog,Cyberdog,,,,,,0,true,false,true,true,false,false,true,true,false,false,false,false,false,false,false,false,false
[Cyberdog/1.2],Cyberdog,,1.2,1,2,MacPPC,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Cyberdog/2.0 (Macintosh; 68k)],Cyberdog,,2.0,2,0,Mac68K,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Cyberdog/2.0 (Macintosh; PPC)],Cyberdog,,2.0,2,0,MacPPC,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
[Cyberdog/2.0b1 (Macintosh; 68k)],Cyberdog,,2.01,2,01,Mac68K,,default,default,default,default,default,default,default,default,default,default,default,default,true,default,default,default,default,default
[iCab 2.0],iCab 2.0,iCab,2.0,2,0,,,1,true,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false
[iCab],iCab 2.0,,,,,,,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default,default
